gene,cyst_position,tryp_position,phen_position,aligned_seq
IGKV1-BHT5*17,261,,,
IGKV1-LILF*09,261,,,
IGKV3-EDGP*03,261,,,
IGKV6-CBIS*02,261,,,
IGKV1-B6M4*14,261,,,
IGKV0-3QEK*04,276,,,
IGKV1-QWTS*05,261,,,
IGKV3-ATHQ*27,261,,,
IGKV1-CL4V*15,261,,,
IGKV1-2CRK*05,261,,,
IGKV1-ZLLK*04,261,,,
IGKV2-7TR6*11,276,,,
IGKV1-JN7U*01,261,,,
IGKV4-OWRA*03,279,,,
IGKV1-6BJK*08,261,,,
IGKV1-JRTN*29,261,,,
IGKV3-3ZVT*05,261,,,
IGKV2-3EAT*01,276,,,
IGKV1-6B4R*04,261,,,
IGKV2-DTZ5*03,276,,,
IGKV3-FMAS*02,261,,,
IGKV2-EOM2*11,279,,,
IGKV9-6BQI*03,251,,,
IGKV3-ATHQ*01,261,,,
IGKV1-LKT2*14,261,,,
IGKV1-6LII*05,261,,,
IGKV2-CGHM*03,276,,,
IGKV2-LJWZ*04,276,,,
IGKV1-2CRK*14,261,,,
IGKV2-CUUV*07,276,,,
IGKV2-EOM2*16,279,,,
IGKV1-2WKU*26,261,,,
IGKV1-2WKU*34,261,,,
IGKV3-CEBD*10,261,,,
IGKV1-HO7L*09,261,,,
IGKV2-PGG2*02,276,,,
IGKV5-OWMC*02,261,,,
IGKV1-BHT5*16,261,,,
IGKV1-6BJK*07,261,,,
IGKV3-CEBD*14,261,,,
IGKV1-HSOV*09,261,,,
IGKV1-ZYRW*05,261,,,
IGKV1-O43I*05,261,,,
IGKV1-JRTN*01,261,,,
IGKV2-EOM2*05,279,,,
IGKV1-X3UN*02,261,,,
IGKV2-3EAT*07,276,,,
IGKV1-2WKU*17,261,,,
IGKV3-CEBD*06,261,,,
IGKV1-2WKU*19,261,,,
IGKV1-EDF3*05,261,,,
IGKV1-CL4V*02,261,,,
IGKV1-B6M4*10,261,,,
IGKV3-TVG6*06,261,,,
IGKV4-OWRA*01,279,,,
IGKV2-A5OK*03,279,,,
IGKV0-IDSW*01,270,,,
IGKV0-OXRZ*01,276,,,
IGKV1-HO7L*11,261,,,
IGKV1-ZLLK*11,261,,,
IGKV1-6MJ2*02,261,,,
IGKV2-EOM2*04,279,,,
IGKV1-ZLLK*05,261,,,
IGKV3-EDGP*01,261,,,
IGKV1-LILF*02,261,,,
IGKV0-DMH6*04,276,,,
IGKV7-3ZGD*03,273,,,
IGKV10-QHYS*04,276,,,
IGKV1-2WKU*15,261,,,
IGKV1-LKT2*09,261,,,
IGKV2-7TR6*10,276,,,
IGKV2-3EAT*09,276,,,
IGKV3-7UKD*01,261,,,
IGKV10-QHYS*10,276,,,
IGKV10-RGFL*02,276,,,
IGKV1-ZIOR*01,261,,,
IGKV6-CBIS*05,261,,,
IGKV1-3FP6*02,261,,,
IGKV2-7LGD*01,276,,,
IGKV1-6B4R*03,261,,,
IGKV1-CQ6J*08,261,,,
IGKV3-EDGP*04,261,,,
IGKV3-W3Y5*04,261,,,
IGKV0-3QEK*03,276,,,
IGKV1-IQET*08,261,,,
IGKV0-3QEK*02,276,,,
IGKV1-BHT5*08,261,,,
IGKV3-ATHQ*11,261,,,
IGKV1-VM5J*02,261,,,
IGKV1-FF5H*05,261,,,
IGKV1-JRTN*32,261,,,
IGKV1-CQ6J*12,261,,,
IGKV1-CQ6J*09,261,,,
IGKV3-EDGP*11,261,,,
IGKV1-QWTS*09,261,,,
IGKV1-CL4V*11,261,,,
IGKV2-HC74*02,276,,,
IGKV2-HC74*05,276,,,
IGKV3-ATHQ*14,261,,,
IGKV3-ATHQ*19,261,,,
IGKV3-CEBD*15,261,,,
IGKV5-GWIR*06,261,,,
IGKV0-DMH6*01,276,,,
IGKV10-VVLH*01,276,,,
IGKV1-2WKU*09,261,,,
IGKV1-ZLLK*09,261,,,
IGKV3-LU4T*06,261,,,
IGKV1-ZYRW*01,261,,,
IGKV5-GWIR*04,261,,,
IGKV1-HSOV*01,261,,,
IGKV1-HJDQ*14,261,,,
IGKV1-2WKU*23,261,,,
IGKV1-JN7U*03,261,,,
IGKV2-HC74*04,276,,,
IGKV1-2KYC*08,261,,,
IGKV2-DTZ5*07,276,,,
IGKV2-ZF2Q*04,276,,,
IGKV1-OOGS*07,261,,,
IGKV2-5WB2*08,276,,,
IGKV1-CL4V*18,261,,,
IGKV3-6QFR*04,261,,,
IGKV0-ZWEU*07,270,,,
IGKV1-2CRK*10,261,,,
IGKV2-3EAT*04,276,,,
IGKV1-ZIOR*05,261,,,
IGKV2-HC74*07,276,,,
IGKV3-W5LH*04,261,,,
IGKV1-HSOV*06,261,,,
IGKV1-T2VG*04,261,,,
IGKV2-A5OK*05,279,,,
IGKV3-ATHQ*04,261,,,
IGKV2-EOM2*06,279,,,
IGKV0-TLTS*01,279,,,
IGKV1-HO7L*03,261,,,
IGKV2-WE66*07,276,,,
IGKV3-LU4T*04,261,,,
IGKV3-CEBD*17,261,,,
IGKV1-CL4V*17,261,,,
IGKV1-HSOV*11,261,,,
IGKV2-EOM2*14,279,,,
IGKV10-QHYS*06,276,,,
IGKV1-2KYC*07,261,,,
IGKV1-JN7U*04,261,,,
IGKV1-LILF*12,261,,,
IGKV10-YUNW*10,276,,,
IGKV10-YUNW*01,276,,,
IGKV3-ATHQ*12,261,,,
IGKV1-HJDQ*13,261,,,
IGKV2-7LGD*04,276,,,
IGKV6-6TCR*01,261,,,
IGKV10-YUNW*08,276,,,
IGKV1-HJDQ*17,261,,,
IGKV3-7UKD*03,261,,,
IGKV1-CL4V*16,261,,,
IGKV3-ATHQ*22,261,,,
IGKV2-HC74*03,276,,,
IGKV2-7TR6*01,276,,,
IGKV1-CQ6J*03,261,,,
IGKV2-ZTTY*04,279,,,
IGKV1-FF5H*08,261,,,
IGKV1-7OW5*10,261,,,
IGKV1-CL4V*14,261,,,
IGKV2-RQVU*03,276,,,
IGKV3-LU4T*19,261,,,
IGKV2-5WB2*07,276,,,
IGKV1-IQET*04,261,,,
IGKV0-ZWEU*03,270,,,
IGKV2-LZS4*05,276,,,
IGKV3-AOP2*03,261,,,
IGKV3-TVG6*02,261,,,
IGKV10-EG5C*05,276,,,
IGKV2-XOAA*03,276,,,
IGKV1-ZYRW*10,261,,,
IGKV3-ATHQ*18,261,,,
IGKV2-LJWZ*03,276,,,
IGKV10-2SZ4*01,276,,,
IGKV1-6LII*06,261,,,
IGKV1-7OW5*09,261,,,
IGKV1-EDF3*03,261,,,
IGKV2-RQVU*02,276,,,
IGKV1-VC23*02,261,,,
IGKV10-EG5C*03,276,,,
IGKV1-CL4V*13,261,,,
IGKV5-GWIR*03,261,,,
IGKV10-EG5C*02,276,,,
IGKV2-CGHM*04,276,,,
IGKV2-LJWZ*07,276,,,
IGKV1-MIXG*05,261,,,
IGKV2-7LGD*07,276,,,
IGKV1-HJDQ*11,261,,,
IGKV0-ZWEU*05,270,,,
IGKV1-LILF*13,261,,,
IGKV1-7OW5*05,261,,,
IGKV2-3EAT*14,276,,,
IGKV1-B6M4*04,261,,,
IGKV1-JRTN*03,261,,,
IGKV1-JRTN*24,261,,,
IGKV2-7TR6*06,276,,,
IGKV1-2KYC*06,261,,,
IGKV1-2WKU*29,261,,,
IGKV1-LILF*05,261,,,
IGKV1-T2VG*05,261,,,
IGKV2-WE66*08,276,,,
IGKV1-MIXG*07,261,,,
IGKV1-2KYC*04,261,,,
IGKV1-OOGS*02,261,,,
IGKV2-PGG2*07,276,,,
IGKV10-QHYS*02,276,,,
IGKV1-BHT5*02,261,,,
IGKV1-B6M4*12,261,,,
IGKV10-QHYS*03,276,,,
IGKV2-LZS4*07,276,,,
IGKV1-CL4V*20,261,,,
IGKV2-LJWZ*08,276,,,
IGKV1-HSOV*05,261,,,
IGKV3-W3Y5*07,261,,,
IGKV3-LU4T*09,261,,,
IGKV3-P63B*05,261,,,
IGKV10-YUNW*02,276,,,
IGKV2-WE66*06,276,,,
IGKV2-PGG2*05,276,,,
IGKV1-EDF3*04,261,,,
IGKV10-YUNW*18,276,,,
IGKV1-7OW5*03,261,,,
IGKV0-F62H*01,261,,,
IGKV2-3EAT*03,276,,,
IGKV3-FKIG*09,261,,,
IGKV10-QHYS*15,276,,,
IGKV3-6QFR*03,261,,,
IGKV0-DMH6*05,276,,,
IGKV2-CUUV*08,276,,,
IGKV1-7CWE*17,261,,,
IGKV3-E7WP*03,261,,,
IGKV5-GWIR*01,261,,,
IGKV3-EDGP*13,261,,,
IGKV7-3ZGD*02,273,,,
IGKV0-3QEK*01,276,,,
IGKV1-X3UN*06,261,,,
IGKV2-ZTTY*06,279,,,
IGKV1-2CRK*15,261,,,
IGKV10-YUNW*05,276,,,
IGKV3-ATHQ*07,261,,,
IGKV2-3EAT*06,276,,,
IGKV1-7OW5*02,261,,,
IGKV1-ACWK*03,261,,,
IGKV1-6MJ2*01,261,,,
IGKV2-HC74*01,276,,,
IGKV3-3ZVT*02,261,,,
IGKV3-TVG6*01,261,,,
IGKV3-W3Y5*01,261,,,
IGKV1-2KYC*09,261,,,
IGKV2-JV3R*01,276,,,
IGKV3-FKIG*08,261,,,
IGKV2-3EAT*12,276,,,
IGKV3-W5LH*01,261,,,
IGKV3-ATHQ*10,261,,,
IGKV2-LZS4*04,276,,,
IGKV2-ZTTY*02,279,,,
IGKV1-CQ6J*02,261,,,
IGKV2-3EAT*05,276,,,
IGKV3-LU4T*18,261,,,
IGKV8-IRUA*02,264,,,
IGKV1-ZLLK*08,261,,,
IGKV1-BHT5*15,261,,,
IGKV3-ATHQ*08,261,,,
IGKV1-JRTN*33,261,,,
IGKV1-6BJK*05,261,,,
IGKV3-ATHQ*02,261,,,
IGKV3-EDGP*12,261,,,
IGKV6-CBIS*03,261,,,
IGKV3-3ZVT*01,261,,,
IGKV2-ZF2Q*06,276,,,
IGKV1-7CWE*11,261,,,
IGKV3-7UKD*07,261,,,
IGKV9-6BQI*02,251,,,
IGKV1-HJDQ*12,261,,,
IGKV3-ATHQ*03,261,,,
IGKV3-LU4T*05,261,,,
IGKV0-ZBTP*01,276,,,
IGKV3-FKIG*05,261,,,
IGKV3-ATHQ*24,261,,,
IGKV2-CGHM*10,276,,,
IGKV2-A5OK*01,279,,,
IGKV3-W5LH*02,261,,,
IGKV3-CEBD*13,261,,,
IGKV2-WE66*11,276,,,
IGKV1-LILF*11,261,,,
IGKV1-OOGS*10,261,,,
IGKV2-DTZ5*04,276,,,
IGKV0-ZWEU*02,270,,,
IGKV3-CEBD*20,261,,,
IGKV10-QHYS*07,276,,,
IGKV3-ATHQ*13,261,,,
IGKV0-DMH6*02,276,,,
IGKV1-KXQ5*04,261,,,
IGKV1-HJDQ*18,261,,,
IGKV1-EDF3*06,261,,,
IGKV3-FMAS*01,261,,,
IGKV1-6LII*08,261,,,
IGKV1-2KYC*10,261,,,
IGKV3-ATHQ*09,261,,,
IGKV1-ZLLK*03,261,,,
IGKV2-5WB2*04,276,,,
IGKV1-2KYC*01,261,,,
IGKV2-7LGD*06,276,,,
IGKV1-LKT2*08,261,,,
IGKV10-EG5C*06,276,,,
IGKV0-6TMM*01,276,,,
IGKV2-DTZ5*09,276,,,
IGKV1-O43I*07,261,,,
IGKV1-HSOV*12,261,,,
IGKV3-W5LH*05,261,,,
IGKV1-ZLLK*02,261,,,
IGKV1-2WKU*08,261,,,
IGKV1-LKT2*12,261,,,
IGKV3-LU4T*03,261,,,
IGKV3-AOP2*09,261,,,
IGKV2-ZTTY*03,279,,,
IGKV0-TLTS*02,279,,,
IGKV1-JRTN*25,261,,,
IGKV1-2KYC*02,261,,,
IGKV10-YUNW*15,276,,,
IGKV1-O43I*01,261,,,
IGKV1-BHT5*18,261,,,
IGKV4-OWRA*05,279,,,
IGKV1-ZYRW*04,261,,,
IGKV4-OWRA*06,279,,,
IGKV4-OWRA*08,279,,,
IGKV3-CEBD*19,261,,,
IGKV4-OWRA*04,279,,,
IGKV1-ZIOR*04,261,,,
IGKV3-FKIG*10,261,,,
IGKV1-2WKU*27,261,,,
IGKV1-ZYRW*09,261,,,
IGKV3-LU4T*01,261,,,
IGKV10-QHYS*01,276,,,
IGKV2-LJWZ*02,276,,,
IGKV0-7UZD*04,279,,,
IGKV1-7CWE*18,261,,,
IGKV1-2CRK*13,261,,,
IGKV3-FKIG*02,261,,,
IGKV1-3FP6*03,261,,,
IGKV1-KXQ5*05,261,,,
IGKV1-HO7L*05,261,,,
IGKV3-FMAS*03,261,,,
IGKV1-CL4V*19,261,,,
IGKV3-6QFR*05,261,,,
IGKV10-YUNW*17,276,,,
IGKV3-6QFR*06,261,,,
IGKV3-LU4T*17,261,,,
IGKV3-E7WP*04,261,,,
IGKV2-RQVU*04,276,,,
IGKV2-3EAT*08,276,,,
IGKV3-ATHQ*16,261,,,
IGKV10-EG5C*04,276,,,
IGKV8-IRUA*04,264,,,
IGKV5-GWIR*02,261,,,
IGKV2-WE66*10,276,,,
IGKV3-ATHQ*23,261,,,
IGKV10-QHYS*17,276,,,
IGKV3-E7WP*02,261,,,
IGKV1-2WKU*10,261,,,
IGKV3-ATHQ*17,261,,,
IGKV2-LZS4*06,276,,,
IGKV1-2CRK*12,261,,,
IGKV0-P6M6*01,276,,,
IGKV3-AOP2*06,261,,,
IGKV1-ZYRW*08,261,,,
IGKV3-LU4T*07,261,,,
IGKV1-BHT5*14,261,,,
IGKV3-6QFR*07,261,,,
IGKV1-HJDQ*09,261,,,
IGKV1-EDF3*09,261,,,
IGKV1-2CRK*06,261,,,
IGKV1-CQ6J*06,261,,,
IGKV2-EOM2*10,279,,,
IGKV1-2WKU*06,261,,,
IGKV1-6B4R*01,261,,,
IGKV3-CEBD*16,261,,,
IGKV2-3EAT*02,276,,,
IGKV1-B6M4*07,261,,,
IGKV3-EDGP*02,261,,,
IGKV1-B6M4*09,261,,,
IGKV1-HO7L*07,261,,,
IGKV1-BHT5*09,261,,,
IGKV1-LKT2*02,261,,,
IGKV1-JRTN*09,261,,,
IGKV1-ZIOR*02,261,,,
IGKV0-ZWEU*06,270,,,
IGKV1-7OW5*01,261,,,
IGKV2-CGHM*08,276,,,
IGKV0-I3R6*02,261,,,
IGKV1-B6M4*06,261,,,
IGKV3-EDGP*07,261,,,
IGKV2-A5OK*04,279,,,
IGKV1-7CWE*16,261,,,
IGKV2-7TR6*09,276,,,
IGKV1-EDF3*08,261,,,
IGKV1-LKT2*04,261,,,
IGKV1-ZLLK*07,261,,,
IGKV1-HJDQ*01,261,,,
IGKV2-A5OK*06,279,,,
IGKV1-2WKU*24,261,,,
IGKV1-MIXG*06,261,,,
IGKV9-6BQI*01,251,,,
IGKV0-I3R6*04,261,,,
IGKV3-CEBD*07,261,,,
IGKV3-CEBD*08,261,,,
IGKV3-TVG6*05,261,,,
IGKV2-WE66*02,276,,,
IGKV7-3ZGD*01,273,,,
IGKV1-BHT5*19,261,,,
IGKV1-ACWK*04,261,,,
IGKV1-6LII*02,261,,,
IGKV2-EOM2*12,279,,,
IGKV1-C6ID*02,261,,,
IGKV2-CGHM*09,276,,,
IGKV1-LILF*06,261,,,
IGKV1-7CWE*09,261,,,
IGKV8-2QHW*01,264,,,
IGKV1-QWTS*10,261,,,
IGKV1-T2VG*01,261,,,
IGKV1-OOGS*08,261,,,
IGKV6-6TCR*04,261,,,
IGKV3-LU4T*11,261,,,
IGKV1-JRTN*28,261,,,
IGKV1-JRTN*10,261,,,
IGKV2-LZS4*01,276,,,
IGKV2-A5OK*02,279,,,
IGKV1-6LII*03,261,,,
IGKV1-7CWE*08,261,,,
IGKV2-DTZ5*06,276,,,
IGKV1-B6M4*13,261,,,
IGKV1-ZLLK*01,261,,,
IGKV2-3EAT*11,276,,,
IGKV1-FF5H*06,261,,,
IGKV0-7UZD*03,279,,,
IGKV1-ZLLK*12,261,,,
IGKV2-CUUV*02,276,,,
IGKV3-ATHQ*26,261,,,
IGKV1-2WKU*30,261,,,
IGKV3-LU4T*13,261,,,
IGKV0-ZBTP*02,276,,,
IGKV2-3EAT*13,276,,,
IGKV1-HSOV*13,261,,,
IGKV1-2XFG*02,261,,,
IGKV1-2WKU*33,261,,,
IGKV1-6LII*04,261,,,
IGKV1-HSOV*04,261,,,
IGKV10-YUNW*13,276,,,
IGKV1-JRTN*31,261,,,
IGKV1-OOGS*09,261,,,
IGKV2-PGG2*03,276,,,
IGKV3-ATHQ*20,261,,,
IGKV3-W3Y5*03,261,,,
IGKV10-EG5C*01,276,,,
IGKV11-UT7D*01,260,,,
IGKV1-2WKU*28,261,,,
IGKV1-IQET*07,261,,,
IGKV1-LILF*14,261,,,
IGKV1-MIXG*04,261,,,
IGKV3-EDGP*10,261,,,
IGKV0-ZBTP*03,276,,,
IGKV3-LU4T*08,261,,,
IGKV10-YUNW*06,276,,,
IGKV1-FSJ6*01,261,,,
IGKV1-JRTN*30,261,,,
IGKV10-QHYS*05,276,,,
IGKV1-JRTN*16,261,,,
IGKV2-DTZ5*08,276,,,
IGKV1-4YW5*02,261,,,
IGKV1-4YW5*03,261,,,
IGKV2-PGG2*01,276,,,
IGKV1-7CWE*14,261,,,
IGKV3-7UKD*09,261,,,
IGKV1-O43I*06,261,,,
IGKV2-DTZ5*01,276,,,
IGKV1-2WKU*01,261,,,
IGKV1-LKT2*05,261,,,
IGKV1-CL4V*10,261,,,
IGKV1-2WKU*14,261,,,
IGKV1-FF5H*07,261,,,
IGKV1-QWTS*04,261,,,
IGKV1-2CRK*09,261,,,
IGKV2-5WB2*06,276,,,
IGKV3-CEBD*18,261,,,
IGKV0-I3R6*01,261,,,
IGKV1-6MJ2*03,261,,,
IGKV5-OWMC*03,261,,,
IGKV3-ATHQ*21,261,,,
IGKV7-3ZGD*05,273,,,
IGKV1-B6M4*11,261,,,
IGKV1-B6M4*05,261,,,
IGKV6-6TCR*02,261,,,
IGKV1-2WKU*13,261,,,
IGKV1-HJDQ*19,261,,,
IGKV2-WE66*12,276,,,
IGKV1-7OW5*04,261,,,
IGKV1-ZLLK*10,261,,,
IGKV1-QWTS*01,261,,,
IGKV1-7OW5*07,261,,,
IGKV1-6BJK*10,261,,,
IGKV0-3QEK*05,276,,,
IGKV6-CBIS*01,261,,,
IGKV0-I3R6*05,261,,,
IGKV1-CL4V*21,261,,,
IGKV1-HSOV*07,261,,,
IGKV1-2CRK*03,261,,,
IGKV2-EOM2*07,279,,,
IGKV0-DMH6*03,276,,,
IGKV5-OWMC*01,261,,,
IGKV1-EDF3*02,261,,,
IGKV1-BHT5*07,261,,,
IGKV2-EOM2*08,279,,,
IGKV1-HSOV*03,261,,,
IGKV1-2WKU*25,261,,,
IGKV10-YUNW*04,276,,,
IGKV2-ZTTY*08,279,,,
IGKV2-3EAT*16,276,,,
IGKV1-MIXG*01,261,,,
IGKV3-6QFR*01,261,,,
IGKV2-3EAT*10,276,,,
IGKV1-C6ID*03,261,,,
IGKV1-JRTN*06,261,,,
IGKV1-IQET*09,261,,,
IGKV1-O43I*02,261,,,
IGKV1-HJDQ*06,261,,,
IGKV10-QHYS*09,276,,,
IGKV10-YUNW*09,276,,,
IGKV2-RQVU*01,276,,,
IGKV1-4YW5*04,261,,,
IGKV1-BHT5*20,261,,,
IGKV2-ZF2Q*05,276,,,
IGKV1-VC23*01,261,,,
IGKV1-6BJK*09,261,,,
IGKV10-YUNW*07,276,,,
IGKV2-7TR6*08,276,,,
IGKV3-EDGP*08,261,,,
IGKV2-LZS4*03,276,,,
IGKV7-3ZGD*04,273,,,
IGKV1-HSOV*10,261,,,
IGKV3-CEBD*03,261,,,
IGKV3-LU4T*16,261,,,
IGKV2-JV3R*02,276,,,
IGKV1-KXQ5*01,261,,,
IGKV3-ATHQ*29,261,,,
IGKV3-7UKD*02,261,,,
IGKV1-BHT5*03,261,,,
IGKV1-CL4V*12,261,,,
IGKV2-DTZ5*05,276,,,
IGKV3-P63B*06,261,,,
IGKV3-TVG6*04,261,,,
IGKV3-AOP2*07,261,,,
IGKV1-CL4V*03,261,,,
IGKV2-WE66*04,276,,,
IGKV10-RGFL*04,276,,,
IGKV0-34XO*01,279,,,
IGKV3-ATHQ*15,261,,,
IGKV2-PGG2*06,276,,,
IGKV1-ACWK*02,261,,,
IGKV8-IRUA*03,264,,,
IGKV2-CGHM*02,276,,,
IGKV5-GWIR*05,261,,,
IGKV1-JRTN*11,261,,,
IGKV1-17*01,261,,,
IGKV1-2*01,261,,,
IGKV1S10*01,261,,,
IGKV1S11*01,261,,,
IGKV1S12*01,261,,,
IGKV1S13*01,261,,,
IGKV1S15*01,261,,,
IGKV1S16*01,261,,,
IGKV1S17*01,261,,,
IGKV1S19*01,261,,,
IGKV1S20*01,261,,,
IGKV1S21*01,261,,,
IGKV1S22*01,261,,,
IGKV1S23*01,261,,,
IGKV1S24*01,261,,,
IGKV1S25*01,261,,,
IGKV1S27*01,261,,,
IGKV1S3*01,261,,,
IGKV1S4*01,261,,,
IGKV1S5*01,261,,,
IGKV1S6*01,261,,,
IGKV1S8*01,261,,,
IGKV1S9*01,261,,,
IGKV2S11*01,276,,,
IGKV2S13*01,276,,,
IGKV2S15*03,276,,,
IGKV2S17*01,279,,,
IGKV2S4*01,276,,,
IGKV2S8*01,276,,,
IGKV2S9*01,276,,,
IGKV3S10*01,261,,,
IGKV3S11*01,261,,,
IGKV3S2*01,261,,,
IGKV3S5*01,261,,,
IGKV3S8*01,261,,,
IGKV3S9*01,261,,,
IGKV6-2*01,261,,,
IGKV1-AEJ*01,261,,,
IGKV3-ADN*01,261,,,
IGKV2-ACB*01,276,,,
IGKV1-ABL*02,261,,,
IGKV2-AAK*01,276,,,
IGKV1-ADT*01,261,,,
IGKV2-ADH*01,270,,,
IGKV1-AEE*03,261,,,
IGKV3-AED*02,261,,,
IGKV1-ACI*02,261,,,
IGKV1-AAZ*01,261,,,
IGKV1-ADO*01,261,,,
IGKV1-AEA*03,261,,,
IGKV2-AAN*02,276,,,
IGKV3-ADN*02,261,,,
IGKV2-AEH*01,276,,,
IGKV1-AEW*03,261,,,
IGKV2-ADJ*02,279,,,
IGKV2-ADJ*01,279,,,
IGKV3-ABF*01,261,,,
IGKV2-ACR*03,276,,,
IGKV2-ACL*04,276,,,
IGKV2-ACL*03,276,,,
IGKV3-ABT*01,261,,,
IGKV2-AEQ*01,276,,,
IGKV1-ABV*01,261,,,
IGKV1-ABV*02,261,,,
IGKV1-ACE*02,261,,,
IGKV1-ACE*03,261,,,
IGKV2-AEI*03,276,,,
IGKV2-AEI*02,276,,,
IGKV6-ABA*01,261,,,
IGKV2-AAQ*01,276,,,
IGKV1-AAU*01,261,,,
IGKV1-AEA*02,261,,,
IGKV2-AEM*02,276,,,
IGKV1-AES*01,261,,,
IGKV2-AEL*01,276,,,
IGKV2-ABW*03,276,,,
IGKV2-ABW*01,276,,,
IGKV1-AEK*01,261,,,
IGKV2-AET*03,276,,,
IGKV2-AEF*01,276,,,
IGKV2-ADZ*01,276,,,
IGKV3-ACF*03,261,,,
IGKV3-ABF*02,261,,,
IGKV3-ACF*05,261,,,
IGKV3-ACF*04,261,,,
IGKV3-ADW*03,261,,,
IGKV2-ADV*03,276,,,
IGKV2-ADV*02,276,,,
IGKV1-ACK*01,261,,,
IGKV1-AEA*01,261,,,
IGKV2-AAE*01,279,,,
IGKJ3-6HXQ*03,,,7,
IGKJ3-6HXQ*01,,,7,
IGKJ2-NIUP*02,,,7,
IGKJ2-NIUP*01,,,7,
IGKJ2-CVFT*01,,,7,
IGKJ3-6HXQ*02,,,7,
IGKJ2-KYRI*01,,,8,
