v_3p_del,v_gene,count
2,IGHV4-30-2*91,2
0,IGHV3-23*02,9
1,IGHV3-64*04,131
0,IGHV3-30*15,35
0,IGHV4-59*03,3
3,IGHV5-a*02,2
0,IGHV3-30*13,2
4,IGHV3-62*01,1
5,IGHV3-49*05,3
7,IGHV3-30*15,1
1,IGHV1/OR15-3*02,8
0,IGHV5-51*04,3
2,IGHV3-72*01,7
4,IGHV4-30-2*03,1
1,IGHV1-46*03,1
0,IGHV1-69*13,124
1,IGHV4-4*91,1
3,IGHV3-43*91,1
0,IGHV1-45*01,1
5,IGHV4-61*08,1
4,IGHV3-30*15,16
1,IGHV3-71*03,1
4,IGHV5-51*03,1
7,IGHV1-69*13,5
0,IGHV4-61*07,4
1,IGHV3-9*02,34
3,IGHV3-9*02,48
1,IGHV1/OR21-1*01,2
4,IGHV1-69*10,15
0,IGHV3/OR16-10*03,3
2,IGHV3/OR16-8*02,12
3,IGHV3-h*02,25
0,IGHV3-15*05,3
1,IGHV3-48*01,1
1,IGHV3-53*01,30
2,IGHV3-43*02,1
5,IGHV4/OR15-8*03,1
2,IGHV3-64*02,2
2,IGHV3-20*01,1
1,IGHV4-59*10,21
8,IGHV3-NL1*01,7
2,IGHV3-33*06,5
4,IGHV2-70*12,1
2,IGHV4/OR15-8*03,17
1,IGHV3-33*05,54
3,IGHV2-26*01,2
5,IGHV3-33*02,1
2,IGHV3-73*02,5
1,IGHV3-23*04,165
3,IGHV3-53*91,1
2,IGHV1/OR15-2*03,1
4,IGHV3-43*91,2
1,IGHV3/OR16-13*91,1
3,IGHV3-53*04,1
3,IGHV4-59*91,2
0,IGHV5-a*04,7
5,IGHV3-71*01,1
5,IGHV4-34*13,1
1,IGHV4-61*03,6
2,IGHV4-59*10,11
0,IGHV3-11*01,12
2,IGHV3-20*91,17
0,IGHV1-69*05,23
3,IGHV3-23*03,13
0,IGHV3-53*03,21
1,IGHV1/OR15-2*03,10
0,IGHV1/OR15-1*04,7
3,IGHV3-74*03,26
5,IGHV5-a*02,1
1,IGHV4/OR15-8*03,77
3,IGHV1-8*02,1
1,IGHV1/OR15-4*01,8
0,IGHV5-51*02,77
5,IGHV1-69*10,3
0,IGHV4-34*05,2
2,IGHV1-69*13,7
0,IGHV3-72*01,3
1,IGHV3-53*04,7
4,IGHV4-59*91,1
7,IGHV1-58*02,1
2,IGHV4-30-4*06,18
4,IGHV4/OR15-8*02,1
4,IGHV4-61*06,1
0,IGHV4-55*09,1
3,IGHV4-34*09,1
0,IGHV1/OR15-3*03,2
2,IGHV1-f*01,1
1,IGHV4-b*02,7
6,IGHV5-51*03,1
0,IGHV2-5*01,1
1,IGHV1-8*91,13
5,IGHV3-h*02,12
3,IGHV3-9*91,3
6,IGHV3-48*02,1
4,IGHV3-11*04,1
0,IGHV1/OR15-1*02,1
0,IGHV3-15*07,48
1,IGHV3-53*03,4
0,IGHV3-48*02,18
5,IGHV3-66*04,1
3,IGHV1-46*03,2
4,IGHV1-8*91,7
1,IGHV4-39*01,1
2,IGHV4-39*06,1
1,IGHV1-24*01,15
0,IGHV3-71*02,3
3,IGHV3-49*05,5
1,IGHV4-59*91,2
2,IGHV4-b*02,3
6,IGHV1-2*05,1
3,IGHV3-33*02,6
0,IGHV3/OR16-9*01,3
4,IGHV3-23*03,1
2,IGHV1-24*01,1
0,IGHV4-34*11,2
3,IGHV3-23*04,37
0,IGHV2-5*91,1
2,IGHV4-34*13,9
6,IGHV1-46*03,2
2,IGHV3-53*02,7
1,IGHV3-23*02,3
0,IGHV3-73*02,21
1,IGHV5-78*01,4
3,IGHV3-71*01,8
1,IGHV3-13*04,3
3,IGHV4-34*13,6
0,IGHV2-70*12,4
0,IGHV5-a*02,2
1,IGHV4-61*06,11
3,IGHV5-51*03,1
2,IGHV3-74*03,6
5,IGHV7-4-1*91,1
5,IGHV3-9*02,15
3,IGHV4-b*02,2
0,IGHV4/OR15-8*02,5
0,IGHV3-20*91,25
9,IGHV1-69*10,1
4,IGHV1-18*01,9
1,IGHV1-8*02,2
4,IGHV3-48*02,3
3,IGHV3-48*01,1
3,IGHV4-39*06,2
0,IGHV3-53*01,39
0,IGHV3/OR16-14*01,1
1,IGHV4-55*09,1
4,IGHV4-61*03,1
1,IGHV4-61*08,50
2,IGHV4-59*91,1
2,IGHV3-33*03,1
5,IGHV1-2*04,1
4,IGHV4-b*02,2
4,IGHV1-69*13,14
4,IGHV3-11*01,6
3,IGHV1-69*10,5
3,IGHV3-NL1*01,20
0,IGHV3-47*01,1
0,IGHV1-24*01,7
0,IGHV3-43*91,11
0,IGHV1-2*03,15
4,IGHV3-53*04,1
4,IGHV3-71*01,2
1,IGHV4-39*06,4
0,IGHV1-46*02,27
2,IGHV3-11*04,3
1,IGHV2/OR16-5*01,2
0,IGHV3-33*03,3
0,IGHV4-61*03,7
4,IGHV3-33*02,3
1,IGHV3-33*06,24
3,IGHV3-33*05,1
3,IGHV3-43*02,3
1,IGHV3-NL1*01,145
4,IGHV3-h*01,3
1,IGHV1-69*05,9
3,IGHV3-11*01,2
2,IGHV3-48*02,3
3,IGHV3-66*04,2
1,IGHV3-19*01,2
1,IGHV3-73*02,24
5,IGHV3-53*03,1
7,IGHV3-h*02,2
2,IGHV3-13*04,2
1,IGHV1/OR15-9*01,3
1,IGHV1-2*03,28
2,IGHV3-h*01,44
0,IGHV4-39*06,7
1,IGHV3-h*02,187
0,IGHV4-61*08,66
0,IGHV3-11*04,17
6,IGHV1/OR15-4*01,1
6,IGHV3-73*02,1
3,IGHV3-20*91,9
5,IGHV3-23*04,22
1,IGHV5-51*02,43
1,IGHV4-4*07,29
3,IGHV4-59*10,2
0,IGHV4-34*13,55
0,IGHV1/OR15-4*01,4
0,IGHV4-4*07,21
2,IGHV4-34*11,1
2,IGHV3-53*04,1
1,IGHV3-43*91,10
5,IGHV3-7*03,3
2,IGHV2-70*12,1
3,IGHV4/OR15-8*02,4
0,IGHV3-64*02,2
0,IGHV3-74*03,59
2,IGHV3-64*91,1
2,IGHV5-a*02,4
6,IGHV3-9*02,5
3,IGHV1-2*03,1
3,IGHV3-35*01,1
1,IGHV1/OR15-3*03,1
8,IGHV1-69*13,1
4,IGHV4-59*10,3
2,IGHV3-15*07,6
4,IGHV3-15*07,1
0,IGHV3-NL1*01,320
3,IGHV3-20*01,2
1,IGHV1-46*02,19
9,IGHV3-43*91,1
2,IGHV3-30*15,7
0,IGHV5-78*01,4
2,IGHV4-61*06,2
2,IGHV1-18*01,32
1,IGHV3-71*02,2
3,IGHV3-30*15,1
1,IGHV1-f*01,11
6,IGHV1-69*13,15
1,IGHV2-5*91,2
5,IGHV3-h*01,10
9,IGHV3-h*02,1
1,IGHV3-72*01,13
2,IGHV5-51*04,1
5,IGHV3-NL1*01,5
2,IGHV3/OR16-8*01,1
1,IGHV3-15*07,17
3,IGHV3-15*07,9
3,IGHV3-66*03,3
3,IGHV3-64*04,14
1,IGHV3-30*05,1
1,IGHV1-2*04,9
0,IGHV3/OR16-8*02,3
1,IGHV3-7*03,12
3,IGHV4-61*08,8
6,IGHV3-30*15,2
3,IGHV1-58*02,2
2,IGHV4/OR15-8*02,1
3,IGHV2-70*12,3
2,IGHV1/OR15-1*04,1
1,IGHV2-5*09,1
3,IGHV1/OR15-4*01,1
5,IGHV3-33*06,1
0,IGHV3-13*04,1
0,IGHV3-23*04,299
2,IGHV3-64*04,23
3,IGHV3-71*02,1
3,IGHV4-30-2*91,4
2,IGHV3-66*03,3
0,IGHV4-59*09,33
1,IGHV3-66*04,1
1,IGHV5-a*04,8
1,IGHV4-61*02,63
4,IGHV1-2*03,6
0,IGHV3-h*01,218
7,IGHV3-23*04,1
7,IGHV3-53*03,1
4,IGHV1-f*01,14
1,IGHV1-58*02,1
4,IGHV3-73*02,5
1,IGHV3-33*03,4
3,IGHV1-18*01,14
3,IGHV3-48*02,1
4,IGHV1-69*05,5
1,IGHV6-1*02,3
0,IGHV3-23*03,52
0,IGHV3-53*04,6
0,IGHV1/OR15-2*03,16
4,IGHV3-74*03,2
2,IGHV5-a*04,2
2,IGHV7-81*01,1
1,IGHV1-18*03,2
3,IGHV3-53*02,1
0,IGHV7-4-1*91,2
5,IGHV4-30-4*06,4
0,IGHV5-51*03,12
2,IGHV3-NL1*01,37
2,IGHV3-15*05,3
1,IGHV1-3*01,30
1,IGHV4-30-2*01,1
2,IGHV1-69*10,1
3,IGHV4-39*02,1
1,IGHV1-69*13,40
5,IGHV3/OR16-12*01,1
1,IGHV3-9*91,2
0,IGHV1-2*04,3
8,IGHV3-9*02,1
4,IGHV4-30-2*91,1
2,IGHV3-7*03,4
0,IGHV3-33*06,39
3,IGHV3-30*13,1
0,IGHV1/OR15-3*02,8
3,IGHV1/OR15-1*04,2
0,IGHV4-61*06,3
7,IGHV3-71*03,1
1,IGHV3-35*01,1
0,IGHV3/OR16-8*01,4
5,IGHV3-11*04,3
0,IGHV1-3*02,3
2,IGHV4-39*02,1
4,IGHV3-h*02,12
4,IGHV4-30-4*06,8
3,IGHV3-h*01,23
2,IGHV3-48*01,1
2,IGHV3-35*01,2
6,IGHV3-NL1*01,7
1,IGHV4-34*13,22
1,IGHV3-53*02,6
3,IGHV1-46*02,2
1,IGHV4-39*02,6
2,IGHV4-39*01,2
7,IGHV3-NL1*01,2
2,IGHV3-66*04,7
2,IGHV3-11*01,1
0,IGHV3-71*03,2
1,IGHV3-h*01,108
2,IGHV3-33*05,4
2,IGHV3-71*01,11
7,IGHV3-9*91,1
4,IGHV3-33*06,2
1,IGHV3-33*02,30
2,IGHV1-8*91,10
5,IGHV3-73*02,4
8,IGHV3-73*02,2
4,IGHV3-23*02,1
0,IGHV3-19*01,1
5,IGHV3-33*03,1
2,IGHV1-3*01,4
2,IGHV3-23*04,83
1,IGHV3-23*03,9
5,IGHV4-30-2*91,1
3,IGHV7-4-1*91,3
0,IGHV3-30*19,1
2,IGHV3-49*05,4
0,IGHV1-18*01,110
0,IGHV4-39*02,1
1,IGHV3-11*01,10
1,IGHV3-64*91,5
0,IGHV1-46*03,3
1,IGHV3-53*91,2
6,IGHV3-7*03,1
3,IGHV3-23*02,1
5,IGHV3-15*07,1
1,IGHV4-30-4*02,1
4,IGHV3-NL1*01,14
4,IGHV3-20*01,1
0,IGHV3-53*02,6
7,IGHV3-9*02,1
3,IGHV3-33*06,4
0,IGHV1-f*01,16
2,IGHV3-16*02,1
0,IGHV3-35*01,1
6,IGHV3-49*05,3
1,IGHV4/OR15-8*02,13
1,IGHV1-18*01,73
3,IGHV3/OR16-9*01,1
0,IGHV3-9*02,44
3,IGHV4-30-4*06,17
8,IGHV3-23*04,1
2,IGHV5-51*03,4
3,IGHV1-69*13,15
1,IGHV1/OR15-1*04,3
0,IGHV3-64*04,232
0,IGHV1-69*10,7
3,IGHV1-8*91,13
0,IGHV3-66*03,56
1,IGHV3-d*01,6
4,IGHV4/OR15-8*03,2
0,IGHV4-b*02,6
