gene,cyst_position,tryp_position,phen_position,aligned_seq
IGHV4-39*09,288,,,
IGHV3-9*04,285,,,
IGHV1-46*04,285,,,
IGHV1-46*03,285,,,
IGHV4-30-4*i02,288,,,
IGHV3-9*02,285,,,
IGHV3-13*01,282,,,
IGHV3-23*04,285,,,
IGHV1-69*12,285,,,
IGHV1-69*10,285,,,
IGHV1-69*17,285,,,
IGHV3-23*01,285,,,
IGHV1-69*15,285,,,
IGHV1-69*14,285,,,
IGHV1-69*19,285,,,
IGHV1-69*18,285,,,
IGHV3-15*01,291,,,
IGHV3-15*07,291,,,
IGHV3-48*03,285,,,
IGHV3-20*01,285,,,
IGHV3-48*01,285,,,
IGHV4-61*01,288,,,
IGHV3-48*04,285,,,
IGHV4-4*07,282,,,
IGHV4-4*03,285,,,
IGHV1-58*01,285,,,
IGHV1-58*02,285,,,
IGHV1-58*03,285,,,
IGHV4-4*09,282,,,
IGHV4-4*08,282,,,
IGHV3-48*02,285,,,
IGHV4-4*02,285,,,
IGHV7-4-1*01,285,,,
