gene,cyst_position,tryp_position,phen_position,aligned_seq
IGLV6-43U5*08,270,,,
IGLV17-7UWK*01,267,,,
IGLV3-HTIG*07,258,,,
IGLV21-GBBF*05,285,,,
IGLV7-BWVJ*03,267,,,
IGLV23-JKIO*11,273,,,
IGLV19-53EQ*02,285,,,
IGLV21-KXCY*01,282,,,
IGLV5-NWM6*07,285,,,
IGLV1-24UP*09,264,,,
IGLV2-3NOK*08,267,,,
IGLV21-GBBF*07,285,,,
IGLV13-RM6H*02,258,,,
IGLV13-V3WL*03,258,,,
IGLV8-QYQW*09,267,,,
IGLV4-SFME*01,273,,,
IGLV5-3RO5*08,285,,,
IGLV19-GNF7*04,282,,,
IGLV5-5FUK*04,285,,,
IGLV22-ACMF*01,258,,,
IGLV18-ZJ6T*06,264,,,
IGLV12-CWPJ*04,258,,,
IGLV3-LFXG*25,258,,,
IGLV27-Z76Z*01,284,,,
IGLV3-LFXG*01,258,,,
IGLV9-DGNA*02,276,,,
IGLV0-5QRY*07,267,,,
IGLV5-KKTJ*06,285,,,
IGLV3-HTIG*01,258,,,
IGLV6-T6U4*03,270,,,
IGLV13-PG6A*14,258,,,
IGLV0-JFFW*04,254,,,
IGLV1-UABS*10,264,,,
IGLV0-D2KF*02,254,,,
IGLV2-M5CD*04,267,,,
IGLV2-UWKA*14,267,,,
IGLV1-24UP*12,264,,,
IGLV1-UABS*07,264,,,
IGLV3-34KT*01,258,,,
IGLV21-GBBF*08,285,,,
IGLV13-PG6A*13,258,,,
IGLV18-JH2N*08,264,,,
IGLV18-LGGP*01,264,,,
IGLV3-HTIG*08,258,,,
IGLV3-HTIG*03,258,,,
IGLV3-LFXG*07,258,,,
IGLV13-RLBV*07,258,,,
IGLV23-JKIO*01,273,,,
IGLV7-SWRX*04,267,,,
IGLV7-V4Q3*07,267,,,
IGLV7-V4Q3*01,267,,,
IGLV6-T6U4*10,270,,,
IGLV5-BNOK*05,285,,,
IGLV8-QYQW*07,267,,,
IGLV7-SWRX*01,267,,,
IGLV1-YE7M*03,264,,,
IGLV17-BVHO*12,267,,,
IGLV2-M5CD*06,267,,,
IGLV17-OL3F*02,267,,,
IGLV7-M5JX*01,267,,,
IGLV7-YPNG*03,267,,,
IGLV1-UABS*11,264,,,
IGLV14-WNKU*01,267,,,
IGLV18-WFLH*08,267,,,
IGLV2-FL67*01,267,,,
IGLV2-JOO7*03,267,,,
IGLV0-JFFW*02,254,,,
IGLV1-24UP*15,264,,,
IGLV0-JFFW*05,254,,,
IGLV3-7DQE*01,258,,,
IGLV1-24UP*01,264,,,
IGLV18-ZJ6T*02,264,,,
IGLV18-HPQY*02,264,,,
IGLV1-YE7M*07,264,,,
IGLV12-CWPJ*06,258,,,
IGLV18-ZJ6T*03,264,,,
IGLV23-JKIO*05,273,,,
IGLV19-GNF7*01,282,,,
IGLV17-7UWK*12,267,,,
IGLV2-OLTR*01,267,,,
IGLV2-UE2U*01,267,,,
IGLV27-DLKC*04,284,,,
IGLV1-6UWF*07,264,,,
IGLV5-BNOK*03,285,,,
IGLV6-T6U4*02,270,,,
IGLV1-6UWF*01,264,,,
IGLV18-JH2N*06,264,,,
IGLV0-D2KF*03,254,,,
IGLV24-PJEQ*04,285,,,
IGLV21-GBBF*02,285,,,
IGLV11-WPZI*03,285,,,
IGLV13-RM6H*04,258,,,
IGLV12-LWMG*02,258,,,
IGLV13-PG6A*07,258,,,
IGLV24-HIDS*02,285,,,
IGLV24-PJEQ*03,285,,,
IGLV6-T6U4*01,270,,,
IGLV13-PG6A*06,258,,,
IGLV21-GBBF*04,285,,,
IGLV18-HPQY*01,264,,,
IGLV6-43U5*10,270,,,
IGLV17-2DBU*01,267,,,
IGLV1-6UWF*08,264,,,
IGLV0-5QRY*02,267,,,
IGLV2-FL67*09,267,,,
IGLV12-RLSR*02,258,,,
IGLV17-7UWK*08,267,,,
IGLV7-YFQ2*08,267,,,
IGLV5-3XUA*01,285,,,
IGLV2-4DY7*05,267,,,
IGLV12-3L7Q*01,258,,,
IGLV12-3XEF*03,258,,,
IGLV3-LFXG*03,258,,,
IGLV2-JOO7*01,267,,,
IGLV2-UE2U*08,267,,,
IGLV5-NWM6*01,285,,,
IGLV0-5QRY*08,267,,,
IGLV2-UE2U*04,267,,,
IGLV25-QYEU*01,261,,,
IGLV18-ZYXA*01,264,,,
IGLV4-N3KI*06,273,,,
IGLV7-FF4F*01,267,,,
IGLV23-JKIO*07,273,,,
IGLV5-3XUA*02,285,,,
IGLV1-ANT2*02,264,,,
IGLV13-PG6A*12,258,,,
IGLV17-7UWK*02,267,,,
IGLV13-V3WL*01,258,,,
IGLV17-BVHO*08,267,,,
IGLV3-LFXG*08,258,,,
IGLV1-YE7M*10,264,,,
IGLV7-BWVJ*01,267,,,
IGLV1-OMXR*03,264,,,
IGLV3-LFXG*21,258,,,
IGLV18-ZJ6T*01,264,,,
IGLV6-U6JC*01,270,,,
IGLV5-Y6D5*02,285,,,
IGLV5-KKTJ*07,285,,,
IGLV2-UWKA*01,267,,,
IGLV18-JH2N*10,264,,,
IGLV17-OL3F*05,267,,,
IGLV13-PG6A*15,258,,,
IGLV5-CWGC*01,285,,,
IGLV1-42NW*03,264,,,
IGLV2-M5CD*01,267,,,
IGLV5-3RO5*07,285,,,
IGLV1-UABS*03,264,,,
IGLV2-4DY7*02,267,,,
IGLV1-6UWF*06,264,,,
IGLV1-OMXR*02,264,,,
IGLV5-3RO5*01,285,,,
IGLV1-YE7M*04,264,,,
IGLV0-5QRY*06,267,,,
IGLV7-SWRX*03,267,,,
IGLV1-24UP*08,264,,,
IGLV1-24UP*11,264,,,
IGLV13-7QAJ*06,258,,,
IGLV18-WFLH*04,267,,,
IGLV6-T6U4*08,270,,,
IGLV24-PJEQ*01,285,,,
IGLV15-BPJ2*01,258,,,
IGLV17-7C53*01,267,,,
IGLV4-N3KI*04,273,,,
IGLV18-JH2N*02,264,,,
IGLV1-UABS*06,264,,,
IGLV19-GNF7*03,282,,,
IGLV5-NWM6*02,285,,,
IGLV6-43U5*14,270,,,
IGLV24-PJEQ*05,285,,,
IGLV8-QYQW*08,267,,,
IGLV18-UUQT*02,264,,,
IGLV1-24UP*14,264,,,
IGLV1-42NW*02,264,,,
IGLV0-5QRY*12,267,,,
IGLV23-CGIK*01,273,,,
IGLV23-JKIO*02,273,,,
IGLV13-RM6H*06,258,,,
IGLV14-WNKU*03,267,,,
IGLV0-5QRY*04,267,,,
IGLV5-KKTJ*01,285,,,
IGLV5-BNOK*01,285,,,
IGLV2-UE2U*09,267,,,
IGLV0-5QRY*11,267,,,
IGLV0-5QRY*09,267,,,
IGLV7-YPNG*06,267,,,
IGLV8-QYQW*02,267,,,
IGLV13-4CAZ*40,258,,,
IGLV11-WPZI*02,285,,,
IGLV21-GBBF*01,285,,,
IGLV15-BPJ2*02,258,,,
IGLV1-24UP*16,264,,,
IGLV7-FF4F*02,267,,,
IGLV15-PCOE*02,258,,,
IGLV17-BVHO*03,267,,,
IGLV7-YPNG*08,267,,,
IGLV3-7DQE*05,258,,,
IGLV7-YPNG*02,267,,,
IGLV17-BVHO*02,267,,,
IGLV8-QYQW*03,267,,,
IGLV7-SWRX*02,267,,,
IGLV13-7QAJ*11,258,,,
IGLV6-T6U4*09,270,,,
IGLV14-WNKU*02,267,,,
IGLV3-LFXG*27,258,,,
IGLV13-PG6A*10,258,,,
IGLV2-M5CD*07,267,,,
IGLV7-YPNG*05,267,,,
IGLV1-OMXR*01,264,,,
IGLV18-N5HP*05,264,,,
IGLV16-G4WJ*03,258,,,
IGLV18-N5HP*03,264,,,
IGLV7-NDLJ*03,267,,,
IGLV18-WFLH*03,267,,,
IGLV3-LFXG*05,258,,,
IGLV17-BVHO*05,267,,,
IGLV7-BWVJ*04,267,,,
IGLV13-RLBV*05,258,,,
IGLV7-63DH*02,267,,,
IGLV4-N3KI*03,273,,,
IGLV18-WFLH*01,267,,,
IGLV6-43U5*04,270,,,
IGLV14-WNKU*04,267,,,
IGLV3-HTIG*05,258,,,
IGLV17-BVHO*04,267,,,
IGLV2-JOO7*02,267,,,
IGLV1-6UWF*09,264,,,
IGLV4-SFME*02,273,,,
IGLV5-KKTJ*03,285,,,
IGLV16-G4WJ*04,258,,,
IGLV18-ZJ6T*07,264,,,
IGLV18-63QE*03,267,,,
IGLV3-LFXG*15,258,,,
IGLV4-N3KI*07,273,,,
IGLV1-SCAH*01,264,,,
IGLV22-II36*01,258,,,
IGLV3-LFXG*04,258,,,
IGLV7-YFQ2*01,267,,,
IGLV6-T6U4*07,270,,,
IGLV20-R2TL*01,285,,,
IGLV2-M5CD*08,267,,,
IGLV3-HTIG*10,258,,,
IGLV13-4CAZ*02,258,,,
IGLV16-LHAH*05,258,,,
IGLV21-GBBF*06,285,,,
IGLV12-CWPJ*07,258,,,
IGLV5-BNOK*02,285,,,
IGLV15-UE3U*01,258,,,
IGLV6-43U5*05,270,,,
IGLV12-CWPJ*03,258,,,
IGLV1-24UP*13,264,,,
IGLV13-4CAZ*05,258,,,
IGLV5-5FUK*01,285,,,
IGLV18-JH2N*07,264,,,
IGLV5-3RO5*09,285,,,
IGLV2-M5CD*05,267,,,
IGLV3-LFXG*28,258,,,
IGLV17-BVHO*11,267,,,
IGLV18-WFLH*02,267,,,
IGLV7-ZQKQ*02,267,,,
IGLV7-NDLJ*02,267,,,
IGLV21-GBBF*03,285,,,
IGLV5-3RO5*05,285,,,
IGLV1-ANT2*05,264,,,
IGLV3-LFXG*10,258,,,
IGLV16-G4WJ*01,258,,,
IGLV24-PJEQ*02,285,,,
IGLV9-DGNA*01,276,,,
IGLV23-JKIO*09,273,,,
IGLV18-63QE*07,264,,,
IGLV13-RLBV*03,258,,,
IGLV13-PG6A*01,258,,,
IGLV5-NWM6*08,285,,,
IGLV3-LFXG*26,258,,,
IGLV18-UUQT*07,264,,,
IGLV13-RLBV*02,258,,,
IGLV1-6UWF*02,264,,,
IGLV13-PG6A*11,258,,,
IGLV18-UUQT*06,264,,,
IGLV6-43U5*12,270,,,
IGLV1-OISC*03,264,,,
IGLV1-OISC*05,264,,,
IGLV7-YPNG*07,267,,,
IGLV0-JFFW*01,254,,,
IGLV1S1*01,267,,,
IGLV1S2*01,267,,,
IGLV1S3*01,264,,,
IGLV1S4*01,264,,,
IGLV1S6*01,264,,,
IGLV1S7*01,264,,,
IGLV2S10*01,267,,,
IGLV2S2*01,267,,,
IGLV2S4*01,267,,,
IGLV3S1*01,258,,,
IGLV3S10*01,258,,,
IGLV3S11*01,258,,,
IGLV3S12*01,258,,,
IGLV3S13*01,258,,,
IGLV3S14*01,258,,,
IGLV3S16*01,258,,,
IGLV3S2*01,258,,,
IGLV3S3*01,258,,,
IGLV3S4*01,258,,,
IGLV3S5*01,258,,,
IGLV3S6*01,258,,,
IGLV3S7*01,258,,,
IGLV3S8*01,258,,,
IGLV3S9*01,258,,,
IGLV4S1*01,273,,,
IGLV4S2*01,273,,,
IGLV4S4*01,273,,,
IGLV5S2*01,285,,,
IGLV5S3*01,285,,,
IGLV5S4*01,282,,,
IGLV3-ADT*03,258,,,
IGLV2-ABX*01,267,,,
IGLV2-ABU*01,267,,,
IGLV3-AEB*03,258,,,
IGLV3-AAV*05,258,,,
IGLV3-AAV*02,258,,,
IGLV3-AAV*03,258,,,
IGLV1-ACV*01,264,,,
IGLV1-ACN*01,264,,,
IGLV6-AAC*05,270,,,
IGLV6-AAC*02,270,,,
IGLV3-AAT*01,258,,,
IGLV3-AAT*05,258,,,
IGLV8-AEE*01,267,,,
IGLV1-ADL*02,264,,,
IGLV5-ACY*02,285,,,
IGLV2-ABI*01,267,,,
IGLV2-ABU*02,267,,,
IGLV5-ABG*03,285,,,
IGLV8-AEE*02,267,,,
IGLV3-AED*06,258,,,
IGLV1-ACW*03,264,,,
IGLV1-ACW*01,264,,,
IGLV1-ABN*02,264,,,
IGLV1-ADU*01,264,,,
IGLV5-ADQ*01,285,,,
IGLV5-ABT*01,285,,,
IGLV2-ABJ*01,267,,,
IGLV1-ACN*03,264,,,
IGLV5-AAX*02,285,,,
IGLV5-AAX*03,285,,,
IGLV3-AAI*01,258,,,
IGLV3-ACB*01,258,,,
IGLV4-ACF*01,273,,,
IGLJ2-XOP7*01,,,7,
IGLJ0-YXJH*03,,,7,
IGLJ2-4GA4*01,,,7,
IGLJ2-XOP7*03,,,7,
IGLJ0-YXJH*02,,,7,
IGLJ0-PIRL*01,,,7,
IGLJ3-3R4H*03,,,7,
IGLJ2-LMZW*01,,,7,
IGLJ3-3R4H*02,,,7,
IGLJ3-JLWC*01,,,7,
IGLJ0-YXJH*01,,,7,
IGLJ3-3R4H*01,,,7,
IGLJ2-4GA4*04,,,7,
IGLJ2-XOP7*02,,,7,
IGLJ7*03,,,7,
