gene,cyst_position,tryp_position,phen_position,aligned_seq
TRAV7-3*01,264,,,
TRAV17*02,270,,,
TRAV17*01,270,,,
TRAV4N-3*01,258,,,
TRAV16*05,267,,,
TRAV7D-4*03,261,,,
TRAV6-3*01,267,,,
TRAV6D-4*01,267,,,
TRAV6-3*02,267,,,
TRAV12-1*05,270,,,
TRAV12-1*04,270,,,
TRAV12-1*01,270,,,
TRAV12-1*03,270,,,
TRAV12-1*02,270,,,
TRAV6D-7*02,267,,,
TRAV6D-7*03,193,,,
TRAV6D-7*01,267,,,
TRAV8-2*01,264,,,
TRAV6D-7*04,267,,,
TRAV16*01,273,,,
TRAV13N-2*01,258,,,
TRAV5D-4*04,264,,,
TRAV5D-4*05,267,,,
TRAV6-6*02,249,,,
TRAV14N-3*01,267,,,
TRAV5D-4*02,267,,,
TRAV5D-4*03,201,,,
TRAV8-1*01,264,,,
TRAV8-1*03,264,,,
TRAV8-1*02,117,,,
TRAV6-4*01,267,,,
TRAV6-4*02,267,,,
TRAV6-4*03,267,,,
TRAV2*01,261,,,
TRAV5-4*01,267,,,
TRAV9D-1*02,270,,,
TRAV9D-1*01,270,,,
TRAV1*01,261,,,
TRAV15-1*01,273,,,
TRAV15-1*02,273,,,
TRAV13D-2*02,207,,,
TRAV13D-2*01,258,,,
TRAV9-1*02,270,,,
TRAV9N-3*01,270,,,
TRAV10D*01,267,,,
TRAV7-5*02,129,,,
TRAV15N-2*01,273,,,
TRAV7-2*02,264,,,
TRAV10*02,267,,,
TRAV13D-1*03,165,,,
TRAV13D-1*02,258,,,
TRAV13D-1*01,258,,,
TRAV13-4*01,258,,,
TRAV13-4*03,258,,,
TRAV13-4*02,258,,,
TRAV12-3*03,270,,,
TRAV12-3*02,264,,,
TRAV12-3*01,270,,,
TRAV14-3*01,267,,,
TRAV4D-4*03,258,,,
TRAV4D-4*02,258,,,
TRAV7D-6*01,264,,,
TRAV7D-6*02,264,,,
TRAV8N-2*01,264,,,
TRAV12D-1*04,270,,,
TRAV7D-4*02,264,,,
TRAV3-3*01,267,,,
TRAV19*03,267,,,
TRAV3D-3*02,267,,,
TRAV3D-3*01,267,,,
TRAV13-1*01,258,,,
TRAV6-6*03,270,,,
TRAV8D-2*02,264,,,
TRAV4D-4*01,258,,,
TRAV6-6*01,273,,,
TRAV6-1*02,267,,,
TRAV6-1*01,267,,,
TRAV6-7*08,158,,,
TRAV9-1*01,270,,,
TRAV9D-2*02,270,,,
TRAV14-3*03,267,,,
TRAV7-4*01,264,,,
TRAV9D-2*01,270,,,
TRAV14-1*03,264,,,
TRAV14-1*02,267,,,
TRAV14-1*01,267,,,
TRAV6-7*02,267,,,
TRAV6-7*04,240,,,
TRAV6-7*07,234,,,
TRAV6-7*06,237,,,
TRAV7N-5*01,264,,,
TRAV8D-2*03,264,,,
TRAV14D-1*01,267,,,
TRAV14D-1*02,267,,,
TRAV16D*03,273,,,
TRAV16D*01,273,,,
TRAV7-4*02,264,,,
TRAV15D-1*05,270,,,
TRAV12D-1*03,156,,,
TRAV12D-1*01,270,,,
TRAV15D-1*01,273,,,
TRAV6N-6*01,273,,,
TRAV15D-1*03,273,,,
TRAV12D-1*05,267,,,
TRAV15D-2*01,273,,,
TRAV15D-2*02,273,,,
TRAV9D-2*03,270,,,
TRAV15D-2*05,270,,,
TRAV7-5*03,150,,,
TRAV12-2*01,267,,,
TRAV6-5*03,243,,,
TRAV12D-1*02,270,,,
TRAV6-5*01,267,,,
TRAV9-2*01,270,,,
TRAV15D-1*04,270,,,
TRAV9D-3*02,270,,,
TRAV7N-4*01,264,,,
TRAV19*01,267,,,
TRAV3-4*01,267,,,
TRAV15D-1*06,270,,,
TRAV10N*01,267,,,
TRAV1*02,261,,,
TRAV9N-4*01,270,,,
TRAV7-1*01,264,,,
TRAV7D-2*02,264,,,
TRAV7D-2*03,101,,,
TRAV10*03,267,,,
TRAV13-2*02,258,,,
TRAV13-2*01,258,,,
TRAV4-2*01,258,,,
TRAV6-7*03,267,,,
TRAV15D-1*02,273,,,
TRAV7-6*01,264,,,
TRAV4-2*02,258,,,
TRAV7-6*02,264,,,
TRAV15-2*01,270,,,
TRAV16N*01,273,,,
TRAV15-2*02,267,,,
TRAV9-4*01,270,,,
TRAV13D-4*01,258,,,
TRAV13D-4*02,258,,,
TRAV13D-4*03,258,,,
TRAV9D-4*03,176,,,
TRAV8D-2*01,264,,,
TRAV7-3*04,264,,,
TRAV7-2*01,264,,,
TRAV9D-4*01,270,,,
TRAV5-1*01,267,,,
TRAV9D-4*04,270,,,
TRAV10*01,267,,,
TRAV14-3*02,267,,,
TRAV6D-6*01,273,,,
TRAV15D-2*04,270,,,
TRAV6D-6*03,273,,,
TRAV6D-6*02,273,,,
TRAV14-2*02,267,,,
TRAV6D-6*04,243,,,
TRAV14-2*01,267,,,
TRAV13N-3*01,264,,,
TRAV7D-3*02,207,,,
TRAV7D-3*01,264,,,
TRAV12N-3*01,270,,,
TRAV6D-6*05,273,,,
TRAV5D-4*01,267,,,
TRAV4-3*02,258,,,
TRAV4-3*01,258,,,
TRAV13N-4*01,258,,,
TRAV12D-3*01,267,,,
TRAV12D-3*02,270,,,
TRAV12D-3*03,267,,,
TRAV14D-3*06,267,,,
TRAV16*04,273,,,
TRAV14D-3*04,240,,,
TRAV14D-3*05,267,,,
TRAV14D-3*02,267,,,
TRAV14D-3*03,267,,,
TRAV16*03,273,,,
TRAV16*02,273,,,
TRAV12-3*04,243,,,
TRAV4-4*01,261,,,
TRAV13N-1*01,258,,,
TRAV6D-3*02,267,,,
TRAV7D-2*01,264,,,
TRAV14D-3*07,267,,,
TRAV9N-2*01,270,,,
TRAV9-3*02,267,,,
TRAV6-5*02,237,,,
TRAV6-2*02,267,,,
TRAV6-2*03,222,,,
TRAV6-2*01,267,,,
TRAV14-2*03,267,,,
TRAV13D-3*02,264,,,
TRAV9-3*01,270,,,
TRAV4D-4*04,258,,,
TRAV9-3*03,264,,,
TRAV7D-5*01,264,,,
TRAV18*01,264,,,
